,Синоптический индекс станции,Год по Гринвичу,Месяц по Гринвичу,День по Гринвичу,Срок по Гринвичу,Год источника (местный),Месяц источника (местный),День источника (местный),Срок источника,Номер срока в сутках по поясному декретному зимнему времени (ПДЗВ),Время местное,Номер часового пояса,Начало метеорологических суток по ПДЗВ,Горизонтальная видимость,Признак качества,Признак наличия знака «>»,Общее количество облачности,Признак качества0,Количество облачности нижнего яруса,Признак качества1,Форма облаков верхнего яруса,Признак качества2,Форма облаков среднего яруса,Признак качества3,Форма облаков вертикального развития,Признак качества4,Слоистые и слоисто-кучевые облака,Признак качества5,"Слоисто-дождевые, разорвано-дождевые облака",Признак качества6,Высота нижней границы облачности,Признак качества7,Признак способа определения высоты нижней границы облачности,Признак наличия облачности ниже уровня станции,Признак качества8,Погода между сроками,Признак качества9,Погода в срок наблюдения,Признак качества10,Направление ветра,Признак качества11,Средняя скорость ветра,Признак качества12,Признак наличия знака «>»13,Максимальная скорость ветра,Признак качества14,Признак наличия знака «>»15,Сумма осадков за период между сроками,Признак качества16,Температура поверхности почвы,Признак качества17,Минимальная температура поверхности почвы,Признак качества18,Минимальная температура поверхности почвы между сроками,Признак качества19,Максимальная температура поверхности почвы между сроками,Признак качества20,Температура поверхности почвы по максимальному термометру после встряхивания,Признак качества21,Температура воздуха по сухому термометру,Признак качества22,Температура воздуха по смоченному термометру,Признак качества23,Признак наличия льда на батисте,Температура воздуха по спирту минимального термометра,Признак качества24,Минимальная температура воздуха между сроками,Признак качества25,Максимальная температура воздуха между сроками,Признак качества26,Температура воздуха по максимальному термометру после встряхивания,Признак качества27,Парциальное давление водяного пара,Признак качества28,Указатель точности измерения элемента,Относительная влажность воздуха,Признак качества29,Дефицит насыщения водяного пара,Признак качества30,Указатель точности измерения элемента31,Температура точки росы,Признак качества32,Атмосферное давление на уровне станции,Признак качества33,Атмосферное давление на уровне моря,Признак качества34,Характеристика барической тенденции,Признак качества35,Величина барической тенденции,Признак качества36
9952,23074,1969,5,28,15,1969,5,29,18,1,22,6,19,98.0,0,0.0,10.0,0,7.0,0,8.0,0,4.0,0,0.0,0,2.0,0,0.0,0,1200.0,0,1.0,,7,6.0,0,20.0,0,110.0,0,8.0,0,0.0,,7,0.0,,7,2.0,0,,7,,7,,7,,7,5.8,0,,7,0.0,,7,,7,,7,,7,,7,1,79.0,0,2.0,0,1,2.0,0,994.6,0,,7,7.0,0,1.5,0
9953,23074,1969,5,28,18,1969,5,29,21,2,1,6,19,98.0,0,0.0,10.0,0,0.0,0,8.0,0,4.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,6.0,0,2.0,0,110.0,0,4.0,0,0.0,,7,0.0,,7,3.0,0,,7,,7,,7,,7,4.6,0,,7,0.0,,7,,7,,7,,7,,7,1,89.0,0,1.0,0,1,3.0,0,993.3,0,,7,7.0,0,1.3,0
9954,23074,1969,5,28,21,1969,5,29,0,3,4,6,19,98.0,0,0.0,10.0,0,5.0,0,8.0,0,4.0,0,0.0,0,2.0,0,0.0,0,1000.0,0,1.0,,7,6.0,0,61.0,0,110.0,0,3.0,0,0.0,,7,0.0,,7,1.0,0,,7,,7,,7,,7,4.0,0,,7,0.0,,7,,7,,7,,7,,7,1,95.0,0,0.4,0,1,3.0,0,993.1,0,,7,7.0,0,0.2,0
9955,23074,1969,5,29,0,1969,5,29,3,4,7,6,19,62.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,300.0,0,0.0,,7,6.0,0,61.0,0,140.0,0,2.0,0,0.0,,7,0.0,0.6,0,2.0,0,,7,,7,,7,,7,3.8,0,,7,0.0,,7,,7,,7,,7,,7,1,100.0,0,0.0,0,1,4.0,0,992.7,0,,7,7.0,0,0.4,0
9956,23074,1969,5,29,3,1969,5,29,6,5,10,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,6.0,0,200.0,0,0.0,,7,6.0,0,61.0,0,230.0,0,4.0,0,0.0,,7,0.0,,7,1.0,0,,7,,7,,7,,7,1.8,0,,7,0.0,,7,,7,,7,,7,,7,1,100.0,0,0.0,0,1,2.0,0,994.9,0,,7,3.0,0,2.2,0
9957,23074,1969,5,29,6,1969,5,29,9,6,13,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,3.0,0,300.0,0,1.0,,7,7.0,0,2.0,0,200.0,0,6.0,0,0.0,,7,0.0,,7,3.0,0,,7,,7,,7,,7,1.5,0,,7,0.0,,7,,7,,7,,7,,7,1,96.0,0,0.2,0,1,1.0,0,997.8,0,,7,2.0,0,2.9,0
9958,23074,1969,5,29,9,1969,5,29,12,7,16,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,3.0,0,500.0,0,0.0,,7,7.0,0,71.0,0,230.0,0,7.0,0,0.0,,7,0.0,,7,1.0,0,,7,,7,,7,,7,1.0,0,,7,0.0,,7,,7,,7,,7,,7,1,96.0,0,0.3,0,1,0.0,0,1000.9,0,,7,2.0,0,3.1,0
9959,23074,1969,5,29,12,1969,5,29,15,8,19,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,800.0,0,0.0,,7,7.0,0,2.0,0,180.0,0,4.0,0,0.0,,7,0.0,0.1,0,1.0,0,,7,,7,,7,,7,1.3,0,,7,0.0,,7,,7,,7,,7,,7,1,92.0,0,0.5,0,1,0.0,0,1002.6,0,,7,2.0,0,1.7,0
9960,23074,1969,5,29,15,1969,5,30,18,1,22,6,19,98.0,0,0.0,10.0,0,9.0,0,8.0,0,1.0,0,0.0,0,2.0,0,0.0,0,1000.0,0,0.0,,7,2.0,0,2.0,0,160.0,0,3.0,0,0.0,,7,0.0,,7,0.0,0,,7,,7,,7,,7,1.2,0,,7,0.0,,7,,7,,7,,7,,7,1,91.0,0,0.7,0,1,0.0,0,1003.7,0,,7,2.0,0,1.1,0
9961,23074,1969,5,29,18,1969,5,30,21,2,1,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,700.0,0,0.0,,7,2.0,0,2.0,0,160.0,0,2.0,0,0.0,,7,0.0,,7,0.0,0,,7,,7,,7,,7,0.8,0,,7,0.0,,7,,7,,7,,7,,7,1,94.0,0,0.4,0,1,0.0,0,1004.2,0,,7,2.0,0,0.5,0
9962,23074,1969,5,29,21,1969,5,30,0,3,4,6,19,98.0,0,0.0,7.0,0,4.0,0,1.0,0,0.0,0,0.0,0,2.0,0,0.0,0,1000.0,0,1.0,,7,2.0,0,1.0,0,180.0,0,3.0,0,0.0,,7,0.0,,7,-2.0,0,,7,,7,,7,,7,-0.6,0,,7,0.0,,7,,7,,7,,7,,7,1,92.0,0,0.4,0,1,-2.0,0,1005.3,0,,7,2.0,0,1.1,0
9963,23074,1969,5,30,0,1969,5,30,3,4,7,6,19,98.0,0,0.0,6.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,2.0,0,1.0,0,160.0,0,3.0,0,0.0,,7,0.0,0.0,5,2.0,0,,7,,7,,7,,7,1.0,0,,7,0.0,,7,,7,,7,,7,,7,1,87.0,0,0.9,0,1,-1.0,0,1005.5,0,,7,2.0,0,0.2,0
9964,23074,1969,5,30,3,1969,5,30,6,5,10,6,19,98.0,0,0.0,8.0,0,6.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,800.0,0,0.0,,7,1.0,0,3.0,0,180.0,0,6.0,0,0.0,,7,0.0,,7,4.0,0,,7,,7,,7,,7,2.2,0,,7,0.0,,7,,7,,7,,7,,7,1,98.0,0,0.2,0,1,2.0,0,1006.3,0,,7,2.0,0,0.8,0
9965,23074,1969,5,30,6,1969,5,30,9,6,13,6,19,98.0,0,0.0,8.0,0,8.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,1000.0,0,0.0,,7,1.0,0,2.0,0,200.0,0,5.0,0,0.0,,7,0.0,,7,6.0,0,,7,,7,,7,,7,3.4,0,,7,0.0,,7,,7,,7,,7,,7,1,88.0,0,0.9,0,1,2.0,0,1007.1,0,,7,2.0,0,0.8,0
9966,23074,1969,5,30,9,1969,5,30,12,7,16,6,19,98.0,0,0.0,7.0,0,7.0,0,0.0,0,0.0,0,1.0,0,2.0,0,0.0,0,1000.0,0,1.0,,7,2.0,0,3.0,0,200.0,0,5.0,0,0.0,,7,0.0,,7,7.0,0,,7,,7,,7,,7,4.2,0,,7,0.0,,7,,7,,7,,7,,7,1,60.0,0,3.3,0,1,-3.0,0,1008.3,0,,7,2.0,0,1.2,0
9967,23074,1969,5,30,12,1969,5,30,15,8,19,6,19,98.0,0,0.0,8.0,0,7.0,0,0.0,0,1.0,0,1.0,0,2.0,0,0.0,0,800.0,0,1.0,,7,8.0,0,1.0,0,180.0,0,3.0,0,0.0,,7,0.0,0.1,0,8.0,0,,7,,7,,7,,7,4.4,0,,7,0.0,,7,,7,,7,,7,,7,1,65.0,0,3.0,0,1,-2.0,0,1009.0,0,,7,2.0,0,0.7,0
9968,23074,1969,5,30,15,1969,5,31,18,1,22,6,19,98.0,0,0.0,8.0,0,2.0,0,1.0,0,0.0,0,0.0,0,2.0,0,0.0,0,700.0,0,1.0,,7,2.0,0,2.0,0,0.0,0,0.0,0,0.0,,7,0.0,,7,2.0,0,,7,,7,,7,,7,2.7,0,,7,0.0,,7,,7,,7,,7,,7,1,91.0,0,0.6,0,1,2.0,0,1009.8,0,,7,2.0,0,0.8,0
9969,23074,1969,5,30,18,1969,5,31,21,2,1,6,19,98.0,0,0.0,12.0,0,12.0,0,0.0,0,0.0,0,0.0,0,2.0,0,0.0,0,1800.0,0,0.0,,7,2.0,0,3.0,0,90.0,0,3.0,0,0.0,,7,0.0,,7,0.0,0,,7,,7,,7,,7,1.1,0,,7,0.0,,7,,7,,7,,7,,7,1,81.0,0,1.2,0,1,-2.0,0,1010.6,0,,7,2.0,0,0.8,0
9970,23074,1969,5,30,21,1969,5,31,0,3,4,6,19,98.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,1.0,0,1.0,0,90.0,0,2.0,0,0.0,,7,0.0,,7,-1.0,0,,7,,7,,7,,7,0.1,0,,7,0.0,,7,,7,,7,,7,,7,1,96.0,0,0.3,0,1,0.0,0,1010.2,0,,7,8.0,0,0.4,0
9971,23074,1969,5,31,0,1969,5,31,3,4,7,6,19,98.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,1.0,0,2.0,0,90.0,0,4.0,0,0.0,,7,0.0,0.0,5,2.0,0,,7,,7,,7,,7,2.6,0,,7,0.0,,7,,7,,7,,7,,7,1,81.0,0,1.5,0,1,0.0,0,1009.8,0,,7,7.0,0,0.4,0
9972,23074,1969,5,31,3,1969,5,31,6,5,10,6,19,98.0,0,0.0,4.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,1.0,0,1.0,0,90.0,0,5.0,0,0.0,,7,0.0,,7,12.0,0,,7,,7,,7,,7,5.8,0,,7,0.0,,7,,7,,7,,7,,7,1,51.0,0,4.5,0,1,-4.0,0,1008.5,0,,7,7.0,0,1.3,0
9973,23074,1969,5,31,6,1969,5,31,9,6,13,6,19,98.0,0,0.0,5.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,1.0,0,2.0,0,90.0,0,8.0,0,0.0,,7,0.0,,7,14.0,0,,7,,7,,7,,7,6.8,0,,7,0.0,,7,,7,,7,,7,,7,1,57.0,0,4.3,0,1,-1.0,0,1007.4,0,,7,7.0,0,1.1,0
9974,23074,1969,5,31,9,1969,5,31,12,7,16,6,19,98.0,0,0.0,6.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,1.0,0,2.0,0,90.0,0,6.0,0,0.0,,7,0.0,,7,12.0,0,,7,,7,,7,,7,7.4,0,,7,0.0,,7,,7,,7,,7,,7,1,58.0,0,4.3,0,1,0.0,0,1006.7,0,,7,7.0,0,0.7,0
9975,23074,1969,5,31,12,1969,5,31,15,8,19,6,19,98.0,0,0.0,7.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,1.0,0,1.0,0,90.0,0,5.0,0,0.0,,7,0.0,0.0,5,8.0,0,,7,,7,,7,,7,5.8,0,,7,0.0,,7,,7,,7,,7,,7,1,58.0,0,3.8,0,1,-2.0,0,1007.3,0,,7,3.0,0,0.6,0
9976,23074,1969,5,31,15,1969,6,1,18,1,22,6,19,98.0,0,0.0,8.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,2.0,0,2.0,0,90.0,0,4.0,0,0.0,,7,0.0,,7,4.0,0,,7,,7,,7,,7,4.2,0,,7,0.0,,7,,7,,7,,7,,7,1,64.0,0,2.9,0,1,-2.0,0,1007.3,0,,7,4.0,0,0.0,0
9977,23074,1969,5,31,18,1969,6,1,21,2,1,6,19,98.0,0,0.0,9.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,2.0,0,3.0,0,90.0,0,5.0,0,0.0,,7,0.0,,7,1.0,0,,7,,7,,7,,7,2.2,0,,7,0.0,,7,,7,,7,,7,,7,1,71.0,0,2.1,0,1,-2.0,0,1007.4,0,,7,3.0,0,0.1,0
9978,23074,1969,5,31,21,1969,6,1,0,3,4,6,19,98.0,0,0.0,6.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,2.0,0,2.0,0,110.0,0,3.0,0,0.0,,7,0.0,,7,0.0,0,,7,,7,,7,,7,1.9,0,,7,0.0,,7,,7,,7,,7,,7,1,78.0,0,1.5,0,1,-1.0,0,1007.4,0,,7,4.0,0,0.0,0
9979,23074,1969,6,1,0,1969,6,1,3,4,7,6,19,98.0,0,0.0,10.0,0,6.0,0,8.0,0,1.0,0,0.0,0,2.0,0,0.0,0,1000.0,0,1.0,,7,2.0,0,2.0,0,110.0,0,4.0,0,0.0,,7,0.0,0.0,5,5.0,0,,7,,7,,7,,7,3.8,0,,7,0.0,,7,,7,,7,,7,,7,1,67.0,0,2.6,0,1,-2.0,0,1007.9,0,,7,3.0,0,0.5,0
9980,23074,1969,6,1,3,1969,6,1,6,5,10,6,19,98.0,0,0.0,3.0,0,3.0,0,0.0,0,0.0,0,0.0,0,2.0,0,0.0,0,800.0,0,1.0,,7,1.0,0,1.0,0,90.0,0,4.0,0,0.0,,7,0.0,,7,15.0,0,,7,,7,,7,,7,7.4,0,,7,0.0,,7,,7,,7,,7,,7,1,67.0,0,3.3,0,1,2.0,0,1007.8,0,,7,8.0,0,0.1,0
9981,23074,1969,6,1,6,1969,6,1,9,6,13,6,19,98.0,0,0.0,2.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,2.0,0,90.0,0,5.0,0,0.0,,7,0.0,,7,18.0,0,,7,,7,,7,,7,8.8,0,,7,0.0,,7,,7,,7,,7,,7,1,66.0,0,3.9,0,1,3.0,0,1008.5,0,,7,3.0,0,0.7,0
9982,23074,1969,6,1,9,1969,6,1,12,7,16,6,19,98.0,0,0.0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,1.0,0,90.0,0,6.0,0,0.0,,7,0.0,,7,15.0,0,,7,,7,,7,,7,8.2,0,,7,0.0,,7,,7,,7,,7,,7,1,62.0,0,4.1,0,1,2.0,0,1008.6,0,,7,2.0,0,0.1,0
9983,23074,1969,6,1,12,1969,6,1,15,8,19,6,19,98.0,0,0.0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,1.0,0,90.0,0,6.0,0,0.0,,7,0.0,0.0,5,12.0,0,,7,,7,,7,,7,7.6,0,,7,0.0,,7,,7,,7,,7,,7,1,77.0,0,2.3,0,1,4.0,0,1009.0,0,,7,2.0,0,0.4,0
9984,23074,1969,6,1,15,1969,6,2,18,1,22,6,19,98.0,0,0.0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,3.0,0,90.0,0,5.0,0,0.0,,7,0.0,,7,6.0,0,,7,,7,,7,,7,6.1,0,,7,0.0,,7,,7,,7,,7,,7,1,77.0,0,2.1,0,1,2.0,0,1008.7,0,,7,8.0,0,0.3,0
9985,23074,1969,6,1,18,1969,6,2,21,2,1,6,19,98.0,0,0.0,2.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,0.0,0,3.0,0,90.0,0,7.0,0,0.0,,7,0.0,,7,2.0,0,,7,,7,,7,,7,3.3,0,,7,0.0,,7,,7,,7,,7,,7,1,95.0,0,0.4,0,1,2.0,0,1007.8,0,,7,7.0,0,0.9,0
9986,23074,1969,6,1,21,1969,6,2,0,3,4,6,19,98.0,0,0.0,2.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,0.0,0,2.0,0,140.0,0,4.0,0,0.0,,7,0.0,,7,1.0,0,,7,,7,,7,,7,1.9,0,,7,0.0,,7,,7,,7,,7,,7,1,100.0,0,0.0,0,1,2.0,0,1007.8,0,,7,4.0,0,0.0,0
9987,23074,1969,6,2,0,1969,6,2,3,4,7,6,19,98.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,1.0,0,110.0,0,2.0,0,0.0,,7,0.0,0.0,5,6.0,0,,7,,7,,7,,7,4.0,0,,7,0.0,,7,,7,,7,,7,,7,1,92.0,0,0.6,0,1,3.0,0,1007.4,0,,7,8.0,0,0.4,0
9988,23074,1969,6,2,3,1969,6,2,6,5,10,6,19,98.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,2.0,0,90.0,0,5.0,0,0.0,,7,0.0,,7,14.0,0,,7,,7,,7,,7,6.2,0,,7,0.0,,7,,7,,7,,7,,7,1,78.0,0,2.1,0,1,3.0,0,1006.2,0,,7,7.0,0,1.2,0
9989,23074,1969,6,2,6,1969,6,2,9,6,13,6,19,98.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,2.0,0,90.0,0,2.0,0,0.0,,7,0.0,,7,18.0,0,,7,,7,,7,,7,7.2,0,,7,0.0,,7,,7,,7,,7,,7,1,73.0,0,2.8,0,1,3.0,0,1005.1,0,,7,7.0,0,1.1,0
9990,23074,1969,6,2,9,1969,6,2,12,7,16,6,19,98.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,2.0,0,70.0,0,7.0,0,0.0,,7,0.0,,7,18.0,0,,7,,7,,7,,7,8.3,0,,7,0.0,,7,,7,,7,,7,,7,1,71.0,0,3.2,0,1,3.0,0,1004.3,0,,7,7.0,0,0.8,0
9991,23074,1969,6,2,12,1969,6,2,15,8,19,6,19,98.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,2.0,0,50.0,0,7.0,0,0.0,,7,0.0,0.0,5,12.0,0,,7,,7,,7,,7,7.8,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,2.1,0,1,5.0,0,1004.1,0,,7,7.0,0,0.2,0
9992,23074,1969,6,2,15,1969,6,3,18,1,22,6,19,98.0,0,0.0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,3.0,0,90.0,0,5.0,0,0.0,,7,0.0,,7,6.0,0,,7,,7,,7,,7,6.6,0,,7,0.0,,7,,7,,7,,7,,7,1,91.0,0,0.8,0,1,5.0,0,1003.5,0,,7,7.0,0,0.6,0
9993,23074,1969,6,2,18,1969,6,3,21,2,1,6,19,98.0,0,0.0,3.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,0.0,0,3.0,0,110.0,0,2.0,0,0.0,,7,0.0,,7,1.0,0,,7,,7,,7,,7,3.0,0,,7,0.0,,7,,7,,7,,7,,7,1,98.0,0,0.2,0,1,3.0,0,1003.1,0,,7,7.0,0,0.4,0
9994,23074,1969,6,2,21,1969,6,3,0,3,4,6,19,98.0,0,0.0,8.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,1.0,0,3.0,0,90.0,0,2.0,0,0.0,,7,0.0,,7,1.0,0,,7,,7,,7,,7,3.0,0,,7,0.0,,7,,7,,7,,7,,7,1,95.0,0,0.4,0,1,2.0,0,1002.6,0,,7,7.0,0,0.5,0
9995,23074,1969,6,3,0,1969,6,3,3,4,7,6,19,98.0,0,0.0,7.0,0,0.0,0,5.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,1.0,0,1.0,0,90.0,0,4.0,0,0.0,,7,0.0,0.0,5,8.0,0,,7,,7,,7,,7,5.4,0,,7,0.0,,7,,7,,7,,7,,7,1,81.0,0,1.7,0,1,2.0,0,1002.5,0,,7,7.0,0,0.1,0
9996,23074,1969,6,3,3,1969,6,3,6,5,10,6,19,98.0,0,0.0,7.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,2.0,0,2.0,0,90.0,0,2.0,0,0.0,,7,0.0,,7,15.0,0,,7,,7,,7,,7,8.0,0,,7,0.0,,7,,7,,7,,7,,7,1,74.0,0,2.8,0,1,4.0,0,1002.5,0,,7,4.0,0,0.0,0
9997,23074,1969,6,3,6,1969,6,3,9,6,13,6,19,98.0,0,0.0,12.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,2.0,0,2.0,0,110.0,0,4.0,0,0.0,,7,0.0,,7,20.0,0,,7,,7,,7,,7,9.4,0,,7,0.0,,7,,7,,7,,7,,7,1,68.0,0,3.8,0,1,4.0,0,1002.1,0,,7,8.0,0,0.4,0
9998,23074,1969,6,3,9,1969,6,3,12,7,16,6,19,98.0,0,0.0,12.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,2.0,0,3.0,0,50.0,0,5.0,0,0.0,,7,0.0,,7,15.0,0,,7,,7,,7,,7,9.2,0,,7,0.0,,7,,7,,7,,7,,7,1,69.0,0,3.6,0,1,4.0,0,1002.2,0,,7,3.0,0,0.1,0
9999,23074,1969,6,3,12,1969,6,3,15,8,19,6,19,98.0,0,0.0,12.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,2.0,0,2.0,0,20.0,0,6.0,0,0.0,,7,0.0,0.0,5,12.0,0,,7,,7,,7,,7,8.5,0,,7,0.0,,7,,7,,7,,7,,7,1,72.0,0,3.2,0,1,4.0,0,1002.3,0,,7,2.0,0,0.1,0
10000,23074,1969,6,3,15,1969,6,4,18,1,22,6,19,98.0,0,0.0,6.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,2.0,0,1.0,0,50.0,0,6.0,0,0.0,,7,0.0,,7,6.0,0,,7,,7,,7,,7,6.8,0,,7,0.0,,7,,7,,7,,7,,7,1,90.0,0,1.0,0,1,5.0,0,1002.1,0,,7,8.0,0,0.2,0
10001,23074,1969,6,3,18,1969,6,4,21,2,1,6,19,98.0,0,0.0,7.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,2.0,0,2.0,0,20.0,0,4.0,0,0.0,,7,0.0,,7,6.0,0,,7,,7,,7,,7,5.3,0,,7,0.0,,7,,7,,7,,7,,7,1,97.0,0,0.3,0,1,5.0,0,1002.7,0,,7,3.0,0,0.6,0
10002,23074,1969,6,3,21,1969,6,4,0,3,4,6,19,98.0,0,0.0,12.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,2.0,0,2.0,0,90.0,0,3.0,0,0.0,,7,0.0,,7,4.0,0,,7,,7,,7,,7,2.2,0,,7,0.0,,7,,7,,7,,7,,7,1,95.0,0,0.4,0,1,2.0,0,1002.7,0,,7,4.0,0,0.0,0
10003,23074,1969,6,4,0,1969,6,4,3,4,7,6,19,98.0,0,0.0,12.0,0,6.0,0,0.0,0,1.0,0,0.0,0,2.0,0,0.0,0,600.0,0,1.0,,7,2.0,0,3.0,0,90.0,0,4.0,0,0.0,,7,0.0,0.0,5,5.0,0,,7,,7,,7,,7,3.0,0,,7,0.0,,7,,7,,7,,7,,7,1,100.0,0,0.0,0,1,3.0,0,1003.5,0,,7,3.0,0,0.8,0
10004,23074,1969,6,4,3,1969,6,4,6,5,10,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,4.0,0,0.0,0,100.0,0,0.0,,7,2.0,0,2.0,0,0.0,0,0.0,0,0.0,,7,0.0,,7,10.0,0,,7,,7,,7,,7,5.8,0,,7,0.0,,7,,7,,7,,7,,7,1,100.0,0,0.0,0,1,6.0,0,1004.2,0,,7,2.0,0,0.7,0
10005,23074,1969,6,4,6,1969,6,4,9,6,13,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,4.0,0,0.0,0,300.0,0,0.0,,7,2.0,0,2.0,0,110.0,0,2.0,0,0.0,,7,0.0,,7,11.0,0,,7,,7,,7,,7,5.7,0,,7,0.0,,7,,7,,7,,7,,7,1,100.0,0,0.0,0,1,6.0,0,1004.9,0,,7,2.0,0,0.7,0
10006,23074,1969,6,4,9,1969,6,4,12,7,16,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,4.0,0,0.0,0,200.0,0,1.0,,7,2.0,0,2.0,0,360.0,0,4.0,0,0.0,,7,0.0,,7,11.0,0,,7,,7,,7,,7,5.9,0,,7,0.0,,7,,7,,7,,7,,7,1,98.0,0,0.2,0,1,6.0,0,1005.4,0,,7,2.0,0,0.5,0
10007,23074,1969,6,4,12,1969,6,4,15,8,19,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,500.0,0,0.0,,7,2.0,0,2.0,0,20.0,0,4.0,0,0.0,,7,0.0,0.0,5,6.0,0,,7,,7,,7,,7,4.2,0,,7,0.0,,7,,7,,7,,7,,7,1,95.0,0,0.4,0,1,3.0,0,1006.2,0,,7,2.0,0,0.8,0
10008,23074,1969,6,4,15,1969,6,5,18,1,22,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,300.0,0,0.0,,7,2.0,0,2.0,0,20.0,0,2.0,0,0.0,,7,0.0,,7,5.0,0,,7,,7,,7,,7,3.8,0,,7,0.0,,7,,7,,7,,7,,7,1,97.0,0,0.3,0,1,3.0,0,1006.6,0,,7,2.0,0,0.4,0
